"freq,nrg_bal,siec,unit,geo\TIME_PERIOD"	2021	2022	2023	2024
"A,NRG_PR_E,C0360,TJ_GCV,AT"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,BA"	0	0	0	: 
"A,NRG_PR_E,C0360,TJ_GCV,BE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,BG"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,CY"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,CZ"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,DE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,DK"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,EA20"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,EA21"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,EE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,EL"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,ES"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,EU27_2020"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,FI"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,FR"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,GE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,HR"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,HU"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,IE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,IS"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,IT"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,LI"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,LT"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,LU"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,LV"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,MD"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,ME"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,MK"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,MT"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,NL"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,NO"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,PL"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,PT"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,RO"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,RS"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,SE"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,SI"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,SK"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,TR"	0	0	0	0
"A,NRG_PR_E,C0360,TJ_GCV,UA"	: 	: 	: 	: 
"A,NRG_PR_E,C0360,TJ_GCV,UK"	: 	: 	: 	: 
"A,NRG_PR_E,C0360,TJ_GCV,XK"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,AL"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,AT"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,BA"	0	0	0	: 
"A,NRG_PR_E,C0371,TJ_GCV,BE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,BG"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,CY"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,CZ"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,DE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,DK"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,EA20"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,EA21"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,EE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,EL"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,ES"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,EU27_2020"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,FI"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,FR"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,GE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,HR"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,HU"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,IE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,IS"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,IT"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,LI"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,LT"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,LU"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,LV"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,MD"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,ME"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,MK"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,MT"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,NL"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,NO"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,PL"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,PT"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,RO"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,RS"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,SE"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,SI"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,SK"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,TR"	0	0	0	0
"A,NRG_PR_E,C0371,TJ_GCV,UA"	: 	: 	: 	: 
"A,NRG_PR_E,C0371,TJ_GCV,UK"	: 	: 	: 	: 
"A,NRG_PR_E,C0371,TJ_GCV,XK"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,AL"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,AT"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,BA"	0	0	0	: 
"A,NRG_PR_E,C0379,TJ_GCV,BE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,BG"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,CY"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,CZ"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,DE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,DK"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,EA20"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,EA21"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,EE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,EL"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,ES"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,EU27_2020"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,FI"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,FR"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,GE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,HR"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,HU"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,IE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,IS"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,IT"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,LI"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,LT"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,LU"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,LV"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,MD"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,ME"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,MK"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,MT"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,NL"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,NO"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,PL"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,PT"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,RO"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,RS"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,SE"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,SI"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,SK"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,TR"	0	0	0	0
"A,NRG_PR_E,C0379,TJ_GCV,UA"	: 	: 	: 	: 
"A,NRG_PR_E,C0379,TJ_GCV,UK"	: 	: 	: 	: 
"A,NRG_PR_E,C0379,TJ_GCV,XK"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,AL"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,AT"	5796.37	3338.282	3796.424	5129.128
"A,NRG_PR_E,G3000,TJ_GCV,BA"	0	3	6	: 
"A,NRG_PR_E,G3000,TJ_GCV,BE"	26354.8	13101	19644.2	21982.1
"A,NRG_PR_E,G3000,TJ_GCV,BG"	2233.826	804.716	822.222	1011.017
"A,NRG_PR_E,G3000,TJ_GCV,CY"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,CZ"	3705.747	4261.541	4274.318	3714.376
"A,NRG_PR_E,G3000,TJ_GCV,DE"	56675.62	27836.359	30246.649	36200.647
"A,NRG_PR_E,G3000,TJ_GCV,DK"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,EA20"	319706.483	157966.695	201713.914	182624.612
"A,NRG_PR_E,G3000,TJ_GCV,EA21"	321940.309	158771.411	202536.136	183635.629
"A,NRG_PR_E,G3000,TJ_GCV,EE"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,EL"	9293.486	1410.99	4422.768	: 
"A,NRG_PR_E,G3000,TJ_GCV,ES"	92662	45114	61472	46270
"A,NRG_PR_E,G3000,TJ_GCV,EU27_2020"	380904.674	202614.435	258042.649	241466.027
"A,NRG_PR_E,G3000,TJ_GCV,FI"	7387	1776	3268	0
"A,NRG_PR_E,G3000,TJ_GCV,FR"	33085.678	20240.099	22850.441	21911.016
"A,NRG_PR_E,G3000,TJ_GCV,GE"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,HR"	3846.111	1878.744	3235.444	3898.567
"A,NRG_PR_E,G3000,TJ_GCV,HU"	8541	7376	7571	8952
"A,NRG_PR_E,G3000,TJ_GCV,IE"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,IS"	0	: 	0	: 
"A,NRG_PR_E,G3000,TJ_GCV,IT"	39868.526	22371.751	26599.771	20873.885
"A,NRG_PR_E,G3000,TJ_GCV,LI"	0	0	0	: 
"A,NRG_PR_E,G3000,TJ_GCV,LT"	1752	400	236	234
"A,NRG_PR_E,G3000,TJ_GCV,LU"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,LV"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,MD"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,ME"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,MK"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,MT"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,NL"	36626.099	15519.866	19923.581	18924.728
"A,NRG_PR_E,G3000,TJ_GCV,NO"	6.203	3.046	5.063	11.259
"A,NRG_PR_E,G3000,TJ_GCV,PL"	37549.643	23560.059	34589.778	36951.973
"A,NRG_PR_E,G3000,TJ_GCV,PT"	4208.793	2783.603	3698.636	4603.542
"A,NRG_PR_E,G3000,TJ_GCV,RO"	5458.518	5773.648	4757.872	3621.618
"A,NRG_PR_E,G3000,TJ_GCV,RS"	4757.415	3900.338	2778.15	2520.041
"A,NRG_PR_E,G3000,TJ_GCV,SE"	3709.457	2871.776	4313.545	4590.431
"A,NRG_PR_E,G3000,TJ_GCV,SI"	0	0	0	0
"A,NRG_PR_E,G3000,TJ_GCV,SK"	2150	2196	2320	2597
"A,NRG_PR_E,G3000,TJ_GCV,TR"	61707.81	44291.681	46455.091	51585.529
"A,NRG_PR_E,G3000,TJ_GCV,UA"	1333.688	770.251	: 	: 
"A,NRG_PR_E,G3000,TJ_GCV,UK"	: 	: 	: 	: 
"A,NRG_PR_E,G3000,TJ_GCV,XK"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,AL"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,AT"	0.001	0.001	0	0
"A,STATDIFF,C0350,TJ_GCV,BA"	0	0	0	: 
"A,STATDIFF,C0350,TJ_GCV,BE"	-452	-624.6	-240.2	294.9
"A,STATDIFF,C0350,TJ_GCV,BG"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,CY"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,CZ"	247.85	-1.537	-6.41	2.016
"A,STATDIFF,C0350,TJ_GCV,DE"	0.002	0	0	0
"A,STATDIFF,C0350,TJ_GCV,DK"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,EA20"	763.654	-158.876	78.852	934.14
"A,STATDIFF,C0350,TJ_GCV,EA21"	763.654	-158.876	78.852	934.14
"A,STATDIFF,C0350,TJ_GCV,EE"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,EL"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,ES"	0	626.107	34.968	418.764
"A,STATDIFF,C0350,TJ_GCV,EU27_2020"	1012.504	-377.413	51.442	973.421
"A,STATDIFF,C0350,TJ_GCV,FI"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,FR"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,GE"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,HR"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,HU"	1	1	1	0
"A,STATDIFF,C0350,TJ_GCV,IE"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,IS"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,IT"	1215.651	-160.384	284.084	220.476
"A,STATDIFF,C0350,TJ_GCV,LI"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,LT"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,LU"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,LV"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,MD"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,ME"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,MK"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,MT"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,NL"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,NO"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,PL"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,PT"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,RO"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,RS"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,SE"	0	-218	-22	37.265
"A,STATDIFF,C0350,TJ_GCV,SI"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,SK"	0	0	0	0
"A,STATDIFF,C0350,TJ_GCV,TR"	29.948	33.589	1414.46	1370.815
"A,STATDIFF,C0350,TJ_GCV,UA"	: 	: 	: 	: 
"A,STATDIFF,C0350,TJ_GCV,UK"	: 	: 	: 	: 
"A,STATDIFF,C0350,TJ_GCV,XK"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,AL"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,AT"	0.001	0.001	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,BA"	0	0	0	: 
"A,STATDIFF,C0350-0370,TJ_GCV,BE"	-882	-1111.8	-373.4	-11.7
"A,STATDIFF,C0350-0370,TJ_GCV,BG"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,CY"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,CZ"	359.486	-2.376	40.629	0.975
"A,STATDIFF,C0350-0370,TJ_GCV,DE"	0.002	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,DK"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,EA20"	561.221	-1385.229	-1089.271	67.649
"A,STATDIFF,C0350-0370,TJ_GCV,EA21"	561.221	-1385.229	-1089.271	67.649
"A,STATDIFF,C0350-0370,TJ_GCV,EE"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,EL"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,ES"	0	256.36	-1232.099	-427.675
"A,STATDIFF,C0350-0370,TJ_GCV,EU27_2020"	922.736	-1604.598	-1030.624	181.778
"A,STATDIFF,C0350-0370,TJ_GCV,FI"	10	-7	-2	-1
"A,STATDIFF,C0350-0370,TJ_GCV,FR"	217.566	-362.406	234.143	287.549
"A,STATDIFF,C0350-0370,TJ_GCV,GE"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,HR"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,HU"	1	1	2	0
"A,STATDIFF,C0350-0370,TJ_GCV,IE"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,IS"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,IT"	1215.651	-160.384	284.084	220.476
"A,STATDIFF,C0350-0370,TJ_GCV,LI"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,LT"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,LU"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,LV"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,MD"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,ME"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,MK"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,MT"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,NL"	0.001	0	0.001	0
"A,STATDIFF,C0350-0370,TJ_GCV,NO"	-0.001	0	-0.001	0.004
"A,STATDIFF,C0350-0370,TJ_GCV,PL"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,PT"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,RO"	0.029	0.007	0.018	-0.01
"A,STATDIFF,C0350-0370,TJ_GCV,RS"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,SE"	1	-218	16	113.164
"A,STATDIFF,C0350-0370,TJ_GCV,SI"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,SK"	0	0	0	0
"A,STATDIFF,C0350-0370,TJ_GCV,TR"	2079.74	1099.026	1947.363	-4538.049
"A,STATDIFF,C0350-0370,TJ_GCV,UA"	: 	: 	: 	: 
"A,STATDIFF,C0350-0370,TJ_GCV,UK"	: 	: 	: 	: 
"A,STATDIFF,C0350-0370,TJ_GCV,XK"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,AL"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,AT"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,BA"	0	0	0	: 
"A,STATDIFF,C0360,TJ_GCV,BE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,BG"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,CY"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,CZ"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,DE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,DK"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,EA20"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,EA21"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,EE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,EL"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,ES"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,EU27_2020"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,FI"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,FR"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,GE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,HR"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,HU"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,IE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,IS"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,IT"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,LI"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,LT"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,LU"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,LV"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,MD"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,ME"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,MK"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,MT"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,NL"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,NO"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,PL"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,PT"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,RO"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,RS"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,SE"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,SI"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,SK"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,TR"	0	0	0	0
"A,STATDIFF,C0360,TJ_GCV,UA"	: 	: 	: 	: 
"A,STATDIFF,C0360,TJ_GCV,UK"	: 	: 	: 	: 
"A,STATDIFF,C0360,TJ_GCV,XK"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,AL"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,AT"	0	0	0.001	0
"A,STATDIFF,C0371,TJ_GCV,BA"	0	0	0	: 
"A,STATDIFF,C0371,TJ_GCV,BE"	-430.2	-493.5	-141	-312.5
"A,STATDIFF,C0371,TJ_GCV,BG"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,CY"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,CZ"	14.19	-0.656	4.141	-2.285
"A,STATDIFF,C0371,TJ_GCV,DE"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,DK"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,EA20"	-202.633	-1232.653	-1175.922	-872.39
"A,STATDIFF,C0371,TJ_GCV,EA21"	-202.633	-1232.653	-1175.922	-872.39
"A,STATDIFF,C0371,TJ_GCV,EE"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,EL"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,ES"	0	-369.747	-1267.067	-846.439
"A,STATDIFF,C0371,TJ_GCV,EU27_2020"	-187.414	-1233.302	-1132.763	-798.786
"A,STATDIFF,C0371,TJ_GCV,FI"	10	-7	-2	-1
"A,STATDIFF,C0371,TJ_GCV,FR"	217.566	-362.406	234.143	287.549
"A,STATDIFF,C0371,TJ_GCV,GE"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,HR"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,HU"	0	0	1	0
"A,STATDIFF,C0371,TJ_GCV,IE"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,IS"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,IT"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,LI"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,LT"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,LU"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,LV"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,MD"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,ME"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,MK"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,MT"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,NL"	0.001	0	0.001	0
"A,STATDIFF,C0371,TJ_GCV,NO"	-0.001	0	-0.001	0.004
"A,STATDIFF,C0371,TJ_GCV,PL"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,PT"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,RO"	0.029	0.007	0.018	-0.01
"A,STATDIFF,C0371,TJ_GCV,RS"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,SE"	1	0	38	75.899
"A,STATDIFF,C0371,TJ_GCV,SI"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,SK"	0	0	0	0
"A,STATDIFF,C0371,TJ_GCV,TR"	2049.792	1065.437	532.903	-5908.864
"A,STATDIFF,C0371,TJ_GCV,UA"	: 	: 	: 	: 
"A,STATDIFF,C0371,TJ_GCV,UK"	: 	: 	: 	: 
"A,STATDIFF,C0371,TJ_GCV,XK"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,AL"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,AT"	0	0	-0.001	0
"A,STATDIFF,C0379,TJ_GCV,BA"	0	0	0	: 
"A,STATDIFF,C0379,TJ_GCV,BE"	0.2	6.3	7.8	5.9
"A,STATDIFF,C0379,TJ_GCV,BG"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,CY"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,CZ"	97.446	-0.183	42.898	1.244
"A,STATDIFF,C0379,TJ_GCV,DE"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,DK"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,EA20"	0.2	6.3	7.799	5.9
"A,STATDIFF,C0379,TJ_GCV,EA21"	0.2	6.3	7.799	5.9
"A,STATDIFF,C0379,TJ_GCV,EE"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,EL"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,ES"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,EU27_2020"	97.646	6.117	50.697	7.144
"A,STATDIFF,C0379,TJ_GCV,FI"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,FR"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,GE"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,HR"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,HU"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,IE"	0	0	0	0
"A,STATDIFF,C0379,TJ_GCV,IS"	0	0	0	0
